initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce
243,231,36,3,25,8,13
22,245,44,19,75,10,20
140,12,73,47,63,11,10
224,220,85,10,82,15,13
157,86,68,35,68,13,16
90,210,66,46,61,15,18
97,206,62,40,86,20,2
97,26,42,6,30,15,15
152,169,81,45,37,18,4
132,95,79,34,74,6,15
20,48,75,41,74,12,6
207,67,24,35,96,16,6
92,170,54,12,1,19,0
65,9,57,49,80,9,3
200,131,92,6,27,15,20
21,170,92,36,76,6,12
89,235,74,14,30,1,5
241,197,95,46,61,14,13
171,174,62,0,36,1,17
82,179,5,11,43,9,12
197,120,88,9,48,18,10
107,207,18,8,67,9,19
116,142,73,41,73,20,6
178,234,27,34,4,12,1
184,143,41,36,93,10,6
152,232,14,16,0,3,8
43,96,90,29,17,16,16
180,235,21,4,89,9,14
231,233,78,42,99,7,14
209,55,50,25,62,18,13
119,130,77,13,84,18,18
129,193,56,19,83,10,19
221,72,58,42,37,4,1
139,199,58,44,77,14,3
135,36,37,43,18,5,0
64,180,64,45,38,16,19
146,243,58,43,36,20,7
49,155,29,30,71,8,14
153,44,25,35,54,7,15
154,220,47,12,96,10,0
191,143,51,42,41,4,7
238,97,87,45,50,12,13
142,168,34,34,73,11,9
15,225,61,2,91,2,8
83,197,34,9,81,5,12
147,69,54,40,50,15,15
177,222,30,33,37,11,15
82,93,47,22,11,1,17
58,238,94,23,61,14,14
247,38,27,19,27,12,0
114,30,30,16,59,7,11
25,139,81,50,40,9,17
248,202,58,14,61,10,14
34,83,48,19,74,12,18
212,221,71,4,34,13,16
166,127,86,48,55,20,2
133,76,64,13,33,11,15
186,244,29,0,85,19,14
128,214,51,29,48,10,3
220,238,16,3,1,7,3
182,202,62,39,15,10,2
136,244,77,40,35,18,19
14,160,51,5,9,8,13
29,63,79,30,52,1,16
202,36,46,36,44,11,11
103,69,77,21,87,8,12
35,55,33,42,7,2,0
95,220,21,29,4,10,2
171,126,4,8,89,3,12
112,208,14,38,66,8,14
43,133,27,8,45,15,9
216,138,0,21,99,3,17
72,73,2,15,9,15,7
231,11,91,31,78,2,4
166,178,94,28,80,6,12
76,86,1,14,22,6,2
200,213,18,29,72,7,6
28,67,19,15,39,19,3
33,31,3,18,32,9,19
103,176,35,20,58,4,19
205,193,81,19,35,10,19
7,161,61,27,33,16,16
238,194,59,48,27,3,4
50,17,88,8,72,20,13
186,76,53,30,73,1,3
100,147,15,21,57,6,17
167,10,32,34,49,9,16
230,195,20,27,80,15,18
182,190,88,34,64,5,3
162,45,80,35,0,13,1
159,235,64,0,75,11,11
85,208,4,12,11,2,3
237,146,0,42,42,10,18
164,67,82,26,99,10,7
58,115,43,18,61,3,5
247,12,88,44,18,8,1
219,160,0,45,25,15,19
161,137,11,27,22,8,6
113,136,65,0,32,1,8
164,32,18,11,63,12,9
62,211,54,49,96,12,20
153,171,4,13,58,2,12
169,216,10,44,56,12,16
228,157,22,9,24,6,12
16,124,12,47,1,12,10
238,228,13,41,84,13,1
22,36,84,21,46,1,0
145,218,88,46,56,17,19
71,14,61,34,58,15,8
111,130,18,31,87,8,9
116,176,18,29,54,11,10
216,38,43,13,59,10,17
242,196,21,0,61,4,5
189,213,10,9,80,6,19
210,21,67,3,100,4,4
102,87,71,9,27,13,1
20,166,72,17,96,7,4
241,212,21,48,17,2,10
204,65,11,0,89,13,9
75,83,4,21,36,7,6
164,186,16,41,5,18,7
95,1,28,43,35,11,14
124,30,57,21,37,2,13
81,221,12,20,52,19,15
39,140,82,25,3,3,10
231,159,25,47,33,20,18
175,34,46,44,79,1,9
63,103,50,21,86,3,14
141,80,44,40,54,15,12
226,234,50,20,41,7,18
132,242,80,7,87,11,14
241,163,21,29,50,11,7
132,138,14,22,24,16,15
62,13,75,17,47,17,12
123,50,92,49,91,14,16
127,216,65,16,47,8,13
30,172,55,8,0,10,19
60,103,56,17,13,15,8
244,216,5,29,51,12,20
2,12,72,34,61,10,19
181,117,55,14,85,19,1
35,102,68,48,28,9,0
70,17,13,40,83,7,17
32,84,19,33,16,5,10
48,39,25,31,51,16,8
220,6,91,32,13,5,5
44,50,59,12,45,6,3
157,111,14,27,8,13,7
6,212,83,4,100,4,15
224,32,38,25,34,6,13
46,143,58,23,58,17,3
195,21,81,21,75,13,1
21,203,4,46,83,11,1
43,201,50,1,40,14,16
115,234,70,24,11,3,4
161,72,12,47,60,14,10
23,126,35,4,44,1,0
78,136,91,14,13,18,6
200,43,9,3,6,14,18
158,194,36,13,76,17,18
240,219,32,48,49,15,7
78,22,68,29,44,14,2
116,228,73,35,41,17,10
103,180,72,26,58,11,18
18,70,36,20,73,8,8
75,23,82,45,65,1,18
240,86,75,17,91,10,16
222,90,98,30,49,18,6
42,220,78,30,34,6,19
232,173,85,8,42,14,2
180,184,92,42,43,5,17
69,176,90,32,74,14,17
177,71,26,44,98,10,4
48,187,42,29,78,16,20
244,228,58,11,84,17,8
6,127,35,44,24,19,13
125,208,79,6,45,3,10
34,125,2,11,62,5,2
31,67,90,48,99,3,11
84,86,16,46,55,14,8
247,154,57,10,51,19,18
74,201,41,45,99,15,0
224,113,85,38,36,16,2
95,130,36,25,61,20,1
210,21,26,7,68,6,13
58,110,88,8,8,7,5
116,228,21,27,64,3,17
208,232,97,9,69,2,7
196,197,60,22,19,17,8
109,30,41,44,84,9,17
193,145,25,41,86,19,19
24,185,66,39,48,15,9
18,211,13,40,79,11,1
4,125,52,45,46,13,6
121,181,15,36,35,1,15
86,11,53,37,44,20,5
199,79,66,24,85,6,7
187,94,23,4,6,12,11
185,42,23,11,37,5,20
57,215,93,27,78,17,10
16,106,64,2,94,4,13
89,87,66,35,60,12,5
233,84,28,27,31,12,0
241,56,46,12,92,10,11
45,22,45,35,20,5,16
218,36,82,44,1,4,16
176,179,92,29,3,17,20
242,213,95,45,58,3,14
43,108,97,11,16,4,10
236,80,48,22,17,2,0
249,241,17,2,2,7,14
5,33,65,43,63,20,3
41,66,60,35,1,2,3
58,62,80,21,27,19,16
229,184,100,46,16,10,13
247,18,6,7,39,8,14
162,152,95,1,77,9,11
182,214,88,21,1,7,14
223,166,79,10,52,16,13
184,75,74,27,44,3,19
125,25,53,5,79,5,19
85,172,82,29,25,1,13
79,142,68,10,54,8,9
207,194,67,1,69,19,4
165,78,68,0,17,9,6
114,164,22,32,2,14,16
135,219,49,39,97,4,13
230,13,82,39,92,9,16
166,62,20,49,46,14,0
63,150,92,12,23,14,9
106,119,76,6,52,16,9
3,102,3,43,34,15,6
176,211,22,48,40,20,2
30,79,6,9,30,10,11
206,130,100,46,91,17,15
60,42,59,10,53,6,3
177,64,55,0,39,4,4
124,153,27,36,19,14,13
61,41,63,35,31,18,4
95,31,12,29,1,13,17
94,125,31,0,77,11,13
220,39,85,11,69,5,9
49,211,78,28,82,16,1
208,197,6,22,48,20,18
177,78,72,3,49,18,18
164,182,81,20,65,16,13
1,147,5,15,100,6,12
167,245,48,25,24,13,16
213,155,6,31,28,18,18
118,84,29,37,82,11,18
47,133,86,40,100,10,8
53,67,29,6,11,13,6
54,169,55,44,90,12,0
187,122,92,39,52,10,11
104,225,79,20,8,8,4
108,134,77,14,22,18,1
131,73,50,12,48,2,1
51,175,30,34,93,7,1
167,174,44,6,20,16,5
69,167,58,40,37,5,13
134,182,79,50,59,1,14
89,180,93,32,27,9,18
95,160,6,10,58,10,15
25,168,93,2,41,8,18
171,224,25,34,8,14,11
213,102,62,34,5,7,18
66,81,81,12,81,12,10
221,170,64,24,11,3,12
224,47,89,38,91,13,8
90,34,38,45,28,1,9
31,29,7,50,69,20,1
132,205,9,47,78,19,17
48,238,15,25,70,1,17
178,233,25,32,98,1,19
215,74,56,42,2,15,5
44,231,72,12,92,15,2
4,3,55,22,30,1,8
16,91,60,4,56,19,17
150,31,41,31,81,9,5
37,42,26,11,4,3,8
222,136,39,12,80,19,2
45,102,29,11,22,6,9
223,56,78,2,60,20,16
89,7,84,8,56,10,11
14,111,38,6,6,15,13
45,141,61,22,99,9,9
18,34,12,28,36,16,18
26,137,100,23,12,17,8
156,58,83,35,83,18,17
114,246,61,8,12,2,12
215,200,70,31,38,8,17
126,239,60,42,37,6,6
134,242,52,33,81,6,15
46,35,66,40,34,18,4
74,132,23,43,9,11,13
14,39,59,35,40,2,1
222,161,59,0,23,4,6
169,208,48,7,51,3,17
236,233,50,24,48,13,18
244,164,13,15,52,9,16
122,174,32,31,91,19,13
78,115,8,12,74,20,19
77,201,10,47,21,20,9
219,139,63,38,8,19,14
245,74,83,1,43,14,19
191,174,92,46,2,6,20
232,101,15,46,84,15,20
172,249,19,2,93,6,2
215,48,74,44,9,13,13
207,242,38,41,73,9,12
40,13,28,22,20,2,5
244,86,1,29,59,1,9
47,64,63,11,34,2,4
24,179,87,10,64,15,3
70,248,43,33,51,2,1
82,53,70,49,84,14,5
193,36,38,22,52,14,4
98,200,31,10,57,19,20
147,54,89,6,17,4,11
88,194,7,10,51,18,13
222,2,72,6,9,8,4
162,99,43,28,71,18,7
207,238,49,45,90,16,12
92,185,43,29,66,20,19
120,34,54,16,23,10,8
190,71,2,6,74,18,1
212,64,96,44,29,17,0
78,210,21,17,73,5,19
231,231,74,39,12,18,2
40,232,79,9,31,2,7
216,112,11,6,74,10,13
145,51,86,21,16,6,12
204,86,66,44,47,1,13
214,97,77,44,85,6,10
174,61,59,45,44,13,2
38,169,78,11,66,12,13
179,225,90,3,93,7,17
189,80,63,15,33,3,16
163,8,24,50,17,17,5
64,64,13,27,72,19,19
194,22,42,37,75,10,15
48,155,4,47,64,2,2
112,3,35,45,93,6,6
207,172,68,33,61,9,10
61,205,6,4,40,4,17
57,231,79,9,39,9,5
76,198,93,5,27,7,8
193,102,78,8,38,17,11
162,137,63,44,60,18,9
207,145,48,50,80,11,17
181,4,84,12,85,18,19
54,120,42,46,32,1,6
156,184,15,47,91,4,10
41,26,47,5,31,10,14
98,191,16,25,26,4,10
8,193,7,47,89,4,15
58,181,95,14,98,6,8
226,183,44,7,0,18,12
248,71,59,4,1,10,16
238,136,14,33,50,7,17
59,98,44,7,10,2,18
128,21,1,34,67,9,4
173,152,16,28,35,11,2
11,37,92,6,69,6,13
201,194,85,30,83,3,2
201,175,72,26,58,20,7
14,223,36,27,62,7,14
72,107,92,39,56,3,1
164,240,93,26,78,12,6
22,147,5,39,64,12,17
117,111,80,45,6,8,2
239,211,93,13,28,3,12
227,123,100,18,74,16,16
28,189,72,43,98,3,6
38,153,19,46,43,5,6
41,216,100,30,33,5,0
80,54,16,50,44,14,18
119,77,80,11,71,14,13
37,81,91,49,37,14,15
88,42,56,43,25,13,2
177,165,40,47,33,18,4
90,238,90,10,34,1,10
1,43,44,45,63,7,19
0,119,21,25,92,18,4
214,219,62,42,32,3,3
170,240,1,50,83,3,19
96,240,30,42,59,15,20
150,69,47,23,72,7,0
160,237,86,50,16,19,4
17,198,62,10,96,12,6
81,178,72,44,19,1,15
36,15,9,11,71,7,8
141,126,28,4,42,18,6
245,16,55,47,24,16,0
38,23,94,38,10,15,9
210,218,11,16,72,11,7
4,239,39,14,98,18,4
164,37,97,7,28,3,20
214,125,28,17,72,18,16
232,51,39,24,1,20,8
137,49,65,23,29,15,18
231,157,67,27,89,6,18
122,151,52,9,94,7,15
58,5,60,4,13,1,17
198,49,27,8,76,6,6
45,172,36,22,57,16,10
179,192,47,31,86,7,15
79,241,87,31,92,17,4
87,244,60,19,56,9,10
246,206,62,43,70,9,10
174,221,26,2,90,11,9
9,128,88,3,72,2,3
210,45,82,0,88,9,14
176,174,82,48,49,4,10
221,60,10,41,73,3,0
81,240,78,22,23,2,16
250,95,92,44,24,20,14
173,1,30,46,59,6,1
240,20,80,23,51,14,10
60,200,85,49,55,3,14
91,63,12,46,11,6,13
169,232,66,45,1,4,2
229,134,34,39,91,5,13
172,37,66,31,3,1,16
243,250,44,22,91,8,15
31,73,18,14,85,9,13
167,159,52,45,83,7,19
173,236,54,4,18,9,10
189,72,50,9,18,12,6
210,236,58,28,26,19,11
62,250,85,44,84,15,2
23,165,41,34,65,15,20
146,19,5,0,42,20,7
75,148,10,43,0,15,15
4,130,95,5,58,4,12
38,55,71,40,32,18,10
150,158,70,0,91,4,2
167,45,48,27,0,5,18
75,119,25,7,55,11,19
93,138,3,33,27,10,5
131,47,95,7,29,14,10
107,129,100,47,31,11,11
41,123,99,49,50,13,19
31,54,17,35,64,20,19
207,3,76,12,97,1,19
177,225,82,34,72,15,1
93,3,31,39,66,15,17
187,74,78,46,83,18,2
31,165,78,41,65,9,8
74,220,18,14,68,16,15
87,158,99,42,73,4,2
160,127,88,14,27,3,2
52,151,39,18,18,11,16
36,160,32,46,93,3,1
46,172,15,48,16,10,17
8,188,11,49,32,14,13
234,202,15,38,3,17,11
163,154,48,32,53,9,18
240,67,14,7,53,14,16
230,227,77,34,16,18,12
188,76,25,17,39,10,14
139,208,13,16,95,14,9
215,227,89,28,31,9,16
129,74,28,46,45,4,17
64,34,21,21,49,3,16
242,8,7,2,36,1,18
130,190,56,40,69,7,4
173,233,26,24,24,2,9
0,160,10,40,14,15,18
56,77,15,48,54,4,15
143,136,33,1,42,1,4
197,247,88,37,95,20,11
160,153,2,6,56,20,14
37,41,27,50,94,15,19
108,137,23,18,79,20,9
59,213,37,23,13,3,3
29,249,8,16,6,15,5
152,32,84,43,62,15,7
219,46,63,37,37,2,6
69,26,17,14,91,19,2
149,67,6,48,88,6,13
183,49,22,38,11,13,10
72,217,45,42,32,14,11
78,93,36,35,13,14,15
244,94,100,44,26,14,16
136,12,57,13,11,16,7
123,241,21,20,100,8,10
12,25,40,39,73,7,7
213,205,26,9,28,13,13
13,182,52,49,52,18,4
137,131,27,19,17,13,4
246,79,40,18,28,3,9
213,178,25,40,61,12,7
34,220,12,44,6,1,5
85,89,17,8,38,9,16
93,26,3,27,51,3,7
127,68,97,44,59,13,16
35,92,0,33,30,14,6
133,143,76,16,42,17,20
77,214,63,10,43,9,15
47,89,49,20,65,10,8
183,250,22,22,78,4,9
174,5,20,50,71,20,14
1,122,72,41,31,9,8
37,171,5,27,20,6,10
198,67,55,1,71,10,10
14,120,22,20,51,6,20
231,151,97,19,47,3,13
105,105,45,1,90,19,15
59,56,100,42,4,20,6
161,81,77,21,79,3,5
178,69,69,6,25,18,0
62,190,0,49,21,7,12
117,208,25,49,30,2,7
250,51,62,14,54,2,7
117,144,0,36,100,11,1
16,96,3,49,89,14,2
21,240,3,46,85,8,18
235,215,87,50,60,2,10
170,136,9,2,52,13,6
4,173,50,17,42,8,20
40,4,45,15,35,15,13
179,127,74,27,50,4,1
231,209,25,8,0,1,1
18,116,8,22,28,15,15
113,0,48,5,41,17,20
163,49,30,31,82,7,5
237,178,75,29,55,1,14
229,191,82,47,42,11,13
218,196,50,36,61,10,18
178,19,86,5,0,20,7
125,225,15,27,70,14,20
47,214,7,47,5,1,9
236,142,34,17,92,11,3
42,147,70,31,40,1,18
86,49,90,0,98,10,19
3,118,99,40,16,4,20
152,3,65,40,77,2,10
160,232,6,38,57,10,20
188,78,32,7,30,2,15
37,56,86,50,61,6,19
26,220,100,10,61,12,16
88,85,77,40,48,10,6
56,168,1,3,43,19,13
239,64,16,8,20,2,15
11,12,37,12,52,15,10
229,60,78,14,26,4,6
223,79,97,13,7,6,4
28,106,54,28,90,4,8
13,190,1,47,46,17,1
44,158,28,9,2,11,3
133,80,55,9,26,9,5
136,213,25,41,66,12,14
78,89,50,36,81,14,18
37,139,5,31,100,9,8
9,22,7,38,16,12,6
28,125,27,43,56,8,14
168,11,79,6,26,14,11
6,242,84,44,61,6,12
70,124,95,32,56,9,15
39,52,33,45,99,8,17
198,151,39,16,2,10,9
87,63,26,16,62,1,17
0,239,69,38,88,1,17
13,83,44,16,59,13,2
34,66,37,8,26,15,7
47,123,94,31,78,4,19
240,18,39,42,8,8,2
29,34,24,7,17,6,12
230,135,43,11,38,17,5
246,165,3,49,62,5,17
215,190,66,33,72,10,17
75,37,7,2,91,1,8
95,21,8,1,43,14,16
107,43,23,30,11,14,13
213,91,43,12,20,19,7
209,159,45,2,85,16,18
112,113,99,11,11,13,16
65,98,79,33,34,16,11
73,96,40,13,32,2,14
169,74,11,0,98,16,19
136,155,23,6,74,4,18
100,80,27,17,31,4,13
85,165,59,37,2,15,13
175,44,28,21,69,16,2
228,5,96,3,67,15,3
6,110,65,27,94,17,12
91,31,36,46,1,1,4
1,133,81,15,94,15,16
145,203,58,30,22,19,0
52,181,73,4,85,18,17
172,60,94,45,62,8,4
66,134,49,19,46,8,15
48,83,29,36,63,5,0
220,241,89,33,82,17,20
135,128,60,27,11,8,20
33,128,16,36,13,16,19
244,174,1,11,66,14,16
159,243,4,32,87,9,7
182,207,63,21,97,12,6
89,42,92,0,27,17,17
95,85,82,36,74,6,12
250,222,17,10,42,15,5
127,250,2,25,5,13,11
207,188,26,48,73,13,11
59,152,5,5,80,15,5
14,199,31,49,63,4,7
248,34,72,4,68,20,11
200,101,47,3,17,18,7
234,211,20,42,62,15,18
51,75,45,4,16,3,2
114,54,35,18,94,8,2
119,203,43,31,18,10,15
10,0,42,43,55,8,11
102,198,1,3,69,14,5
5,50,46,12,9,14,14
6,86,18,12,76,15,5
163,132,72,46,68,7,17
140,25,96,7,33,11,10
55,103,28,42,86,18,16
170,1,17,4,77,18,5
44,221,71,18,63,18,20
140,110,65,38,27,19,5
6,64,26,24,99,20,7
184,218,93,36,97,14,5
73,91,1,37,17,11,11
92,130,63,35,49,4,4
64,36,16,32,50,8,2
32,157,60,42,85,11,12
32,243,62,10,32,11,3
125,186,14,12,13,5,20
67,210,7,29,95,16,9
162,35,11,42,82,14,6
123,176,5,28,35,13,7
211,245,25,4,80,10,20
204,165,1,26,66,4,9
37,23,4,40,83,14,19
154,181,16,0,17,3,3
40,86,57,3,40,18,4
194,152,27,43,20,20,10
210,180,82,20,85,10,6
250,236,100,36,45,12,15
19,160,88,9,15,4,2
129,204,71,16,24,10,8
207,189,91,18,99,6,10
59,193,100,23,26,6,8
109,46,51,32,74,13,1
211,220,94,30,96,10,8
162,209,14,3,28,15,16
218,186,82,33,41,13,1
200,159,35,4,26,8,19
36,248,28,32,6,8,9
132,58,21,31,4,17,20
35,159,18,35,23,9,1
130,135,6,43,44,20,2
112,181,37,28,61,14,17
133,36,6,6,93,5,11
18,175,28,24,75,18,18
181,19,2,35,67,15,13
208,153,5,43,66,7,18
104,186,35,21,59,4,9
241,221,97,14,93,19,18
154,3,41,46,60,8,5
81,123,21,7,27,17,0
163,250,32,42,91,19,12
205,148,72,40,54,18,14
226,88,79,50,43,8,11
12,161,96,23,59,19,13
89,124,71,37,34,18,17
55,198,51,4,10,11,10
197,183,32,12,52,17,8
136,134,98,50,1,7,13
71,247,41,26,21,11,13
37,242,0,7,65,7,13
8,82,54,36,70,4,12
68,122,31,36,59,16,13
19,58,18,48,76,8,17
157,177,64,30,3,20,0
231,107,33,25,90,2,2
121,228,92,24,56,14,16
228,162,41,43,99,3,14
74,72,47,4,44,20,20
193,47,71,23,29,10,15
242,77,71,10,23,11,6
249,170,17,35,40,6,10
30,86,23,29,18,20,5
175,16,52,29,42,20,11
55,160,59,47,27,18,13
196,113,75,16,64,6,5
216,86,4,8,77,2,6
230,222,15,17,29,4,13
75,123,21,45,82,15,6
125,106,53,41,87,3,10
17,210,85,19,30,10,13
243,106,97,41,61,20,3
1,209,57,25,7,5,12
51,83,41,17,17,19,4
87,104,75,4,98,7,17
114,218,49,5,52,3,12
243,94,28,23,43,14,10
20,102,65,49,71,14,8
41,16,24,33,10,8,20
238,221,24,10,27,8,14
17,38,31,25,8,3,0
107,242,22,48,64,11,14
50,84,64,6,40,15,3
215,158,33,46,40,11,1
111,155,7,14,45,9,1
13,130,50,2,80,6,12
36,233,27,35,83,4,20
77,163,2,42,38,9,0
155,144,65,0,4,11,12
11,201,97,40,28,14,11
196,45,10,46,65,11,0
171,32,81,48,100,14,0
211,246,23,43,87,15,1
118,23,66,0,71,5,16
166,32,95,48,48,3,3
95,62,8,36,41,18,3
26,81,54,18,90,17,16
34,145,60,21,76,15,12
75,36,0,30,19,4,16
120,76,43,17,98,8,8
55,75,65,8,3,18,9
188,26,93,44,58,18,7
136,34,8,23,73,16,12
43,46,47,34,64,12,19
71,151,95,2,36,14,12
228,211,59,7,81,8,12
171,100,22,22,4,18,16
1,60,81,27,11,4,17
115,114,96,27,35,15,8
158,149,99,37,77,11,3
74,113,96,36,83,2,12
17,20,61,10,8,3,0
123,171,63,25,90,2,10
229,145,55,30,85,4,16
142,148,44,2,59,5,4
172,4,91,39,30,6,20
94,62,72,17,2,20,20
192,73,35,31,29,16,2
195,52,22,43,48,11,8
245,101,26,44,46,9,17
131,2,48,39,91,3,9
52,18,32,15,42,13,4
67,102,80,28,55,7,14
75,155,89,22,70,9,20
97,15,3,13,18,19,16
108,211,46,2,16,4,11
15,245,96,21,54,8,6
221,184,44,13,10,7,5
65,108,71,22,67,14,17
109,141,20,30,29,14,2
110,191,24,7,31,11,9
234,77,62,16,57,15,13
242,8,38,15,44,8,13
87,13,18,41,6,14,11
84,29,43,31,95,2,6
204,184,52,6,10,11,2
66,40,27,48,42,19,4
49,83,0,43,32,15,10
26,235,6,18,56,11,1
9,241,30,0,6,8,7
132,1,71,40,29,17,16
234,155,65,29,97,2,16
199,250,91,14,71,13,17
59,184,77,40,10,13,2
195,192,25,15,90,3,7
131,128,54,43,82,8,18
42,223,99,4,96,13,8
11,202,85,34,77,11,13
11,151,57,8,84,14,10
245,99,6,29,31,11,13
80,11,30,40,67,8,18
23,171,55,35,94,5,10
230,104,25,48,62,11,14
128,48,56,16,33,6,10
79,63,31,15,15,4,5
4,83,12,1,62,3,8
198,221,52,13,10,5,17
248,12,89,38,88,3,19
244,237,88,20,58,6,10
162,162,68,45,67,14,11
108,48,37,1,62,19,10
169,178,48,50,21,3,0
56,247,66,36,36,7,13
103,53,32,46,28,3,13
46,55,47,27,2,6,16
159,159,3,23,33,6,2
100,102,40,33,59,2,17
71,133,63,2,17,8,16
245,219,92,29,98,7,1
245,12,5,39,75,1,1
6,4,50,8,31,9,18
147,202,46,33,24,15,8
3,133,47,24,86,14,7
133,51,48,25,69,18,9
27,247,36,12,55,17,5
222,122,9,31,78,13,12
207,110,13,25,22,17,2
11,160,36,3,12,15,11
7,45,23,26,93,1,5
231,192,23,24,89,20,12
142,103,63,17,4,15,2
38,0,9,3,89,14,19
243,50,34,23,6,11,17
123,175,3,28,83,5,17
64,170,39,2,70,1,14
244,228,79,16,5,14,16
17,210,26,40,72,1,17
227,10,44,34,23,7,17
164,187,14,2,62,15,2
206,194,37,32,95,7,20
173,208,83,33,48,12,12
239,12,33,49,59,1,3
237,197,74,30,41,2,5
9,250,49,3,93,17,5
129,172,61,8,74,6,18
238,192,64,11,51,18,6
150,247,45,27,85,2,18
199,166,72,1,99,17,11
125,40,41,0,24,13,7
127,101,94,0,33,6,18
136,37,2,48,44,8,14
214,69,33,12,10,6,5
172,34,83,40,9,18,17
191,247,15,40,58,16,11
111,45,92,7,36,1,14
204,180,0,12,23,3,8
199,183,57,23,75,1,14
2,212,66,2,66,11,14
148,187,84,31,13,14,11
234,141,67,13,100,6,18
156,112,13,14,84,5,7
100,142,21,46,23,7,3
75,30,96,18,31,17,0
236,238,24,0,53,14,19
166,228,52,20,65,4,11
137,239,50,17,49,15,12
50,200,63,43,94,3,11
125,173,56,15,83,17,5
20,108,68,47,34,1,8
46,112,21,27,36,20,5
129,240,29,12,80,3,5
105,207,90,44,67,11,0
96,42,88,45,11,3,14
78,207,13,28,50,20,9
120,211,17,33,63,10,5
12,67,25,47,47,18,9
49,0,83,5,41,3,1
159,225,84,50,90,5,14
175,44,69,28,7,1,16
19,72,3,49,97,8,5
212,178,57,50,43,14,17
128,115,5,8,80,11,1
244,137,44,27,47,14,1
81,106,40,47,13,17,6
98,104,32,32,80,6,11
138,170,64,26,32,18,11
12,82,21,10,55,10,3
70,189,1,28,5,10,13
233,131,10,3,39,11,11
26,69,53,9,42,9,17
236,86,79,6,55,8,20
235,227,28,11,2,2,15
132,7,25,20,15,20,16
39,230,96,23,68,4,3
136,175,31,13,21,16,0
147,8,50,20,86,6,4
116,91,37,27,39,12,1
70,229,78,32,96,9,1
102,242,7,40,75,6,20
144,44,89,47,32,7,13
66,138,80,3,17,9,13
233,168,99,23,96,6,9
156,164,37,38,99,14,16
227,232,53,23,33,3,6
127,87,34,46,78,2,2
70,170,15,22,64,9,17
104,65,85,49,91,12,13
242,192,41,17,9,19,4
58,46,66,3,40,10,14
179,205,72,23,88,18,1
147,33,33,43,27,3,13
245,246,65,44,9,3,12
42,122,99,20,67,9,15
74,139,37,47,11,8,17
219,204,92,20,60,16,15
50,245,99,15,13,17,20
67,131,35,35,78,9,10
173,246,68,27,92,20,6
240,118,85,3,86,11,9
16,126,68,24,63,9,11
111,173,10,49,44,12,4
206,118,65,35,75,13,7
60,101,73,35,14,1,2
161,187,98,4,24,10,10
70,249,56,15,96,9,9
89,245,90,36,58,2,12
91,100,50,35,62,1,12
178,37,16,35,100,13,5
74,240,69,41,32,2,10
95,112,0,7,18,8,2
174,50,51,37,40,2,4
209,47,23,27,27,10,14
197,54,65,11,21,7,10
230,243,28,1,96,16,10
62,154,40,25,14,4,15
153,7,79,31,72,20,15
243,49,1,9,16,18,12
27,51,66,8,96,16,15
178,110,54,50,91,2,11
35,13,64,33,3,10,1
37,169,48,21,73,20,7
111,158,96,35,4,16,13
125,100,37,40,78,9,8
137,19,27,26,61,20,15
199,182,15,11,98,16,19
53,187,64,42,37,10,5
183,104,88,38,24,4,20
103,11,23,10,46,1,15
160,47,94,16,37,1,8
14,37,11,40,45,10,18
225,232,99,38,92,2,0
145,171,69,37,2,6,15
153,106,20,26,28,5,3
115,102,65,44,75,12,14
62,64,67,44,97,15,17
155,77,97,42,90,10,6
3,150,59,19,48,13,1
129,39,53,15,65,11,16
44,128,41,20,83,18,20
244,50,75,7,28,10,1
245,33,64,40,3,6,16
85,216,58,25,84,11,19
64,61,70,10,81,12,11
120,187,37,3,94,11,14
233,2,66,39,35,13,8
56,125,18,37,12,14,20
47,52,80,22,27,6,3
121,110,32,33,42,20,16
204,84,43,35,25,14,0
244,108,28,8,44,16,10
59,192,76,4,68,2,20
38,193,69,0,84,18,16
227,227,85,36,64,11,8
77,17,58,12,5,15,16
202,25,45,15,95,16,17
157,166,72,31,40,12,11
194,54,7,0,86,6,12
171,31,3,10,97,4,11
142,242,92,44,17,14,4
30,175,37,0,70,6,7
218,6,40,47,62,17,9
34,2,54,48,67,13,5
106,71,96,45,52,14,16
179,222,83,19,1,9,1
96,152,67,1,48,17,20
67,38,37,35,93,18,7
113,147,1,35,48,19,18
196,167,39,32,70,19,2
44,24,36,31,20,2,4
60,169,53,0,51,3,1
157,165,45,8,23,20,0
8,149,50,15,31,20,10
23,86,83,50,1,4,1
91,190,61,27,57,1,13
108,113,94,31,51,18,15
208,182,50,41,79,18,18
87,163,99,41,6,15,2
91,244,37,12,73,13,20
74,30,59,10,99,14,4
179,202,80,22,69,10,9
151,56,58,33,48,18,14
128,238,17,43,26,20,20
57,5,37,1,97,12,18
193,145,92,0,93,9,16
77,3,68,18,87,3,4
165,164,7,24,64,4,11
250,15,67,50,97,3,5
166,109,40,1,34,19,15
51,41,70,25,51,11,19
177,219,5,25,40,7,15
57,57,30,7,47,13,5
177,1,18,39,71,12,0
91,90,16,45,58,14,20
146,99,86,25,54,9,8
170,130,30,42,94,19,11
106,97,25,11,39,1,3
228,246,2,13,7,5,0
45,122,9,24,35,5,17
198,9,72,49,59,19,11
210,66,0,31,92,18,6
210,46,53,8,74,14,10
236,159,31,5,63,15,0
