initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce
84,214,36,10,81,18,1
224,163,36,9,57,16,5
246,193,22,34,52,3,14
24,80,100,9,9,3,19
95,183,43,25,87,9,6
23,171,92,22,29,9,7
97,86,54,17,95,2,4
246,82,87,8,80,19,16
204,81,86,20,2,11,1
56,32,29,29,32,11,2
161,245,57,47,35,20,14
78,228,23,23,15,10,5
220,119,23,10,65,4,18
109,176,16,6,24,5,10
127,247,48,23,47,13,15
62,149,66,28,0,1,9
209,99,42,31,19,20,7
176,113,86,9,10,16,5
248,138,84,15,37,16,15
35,82,87,30,80,6,0
168,224,9,48,27,9,15
210,149,77,6,54,13,12
60,119,67,37,59,10,5
167,56,88,11,26,5,4
180,109,25,15,24,13,11
193,178,23,26,59,4,16
193,136,17,47,93,16,14
121,121,6,5,64,14,6
228,126,95,34,41,4,14
190,242,99,32,20,5,12
213,32,46,1,47,18,1
174,216,77,27,84,2,3
183,181,88,41,32,14,10
26,134,80,14,26,6,8
129,233,28,3,51,17,0
186,209,46,48,90,17,10
163,89,33,35,11,18,8
37,226,93,6,38,15,3
116,173,56,28,38,3,6
153,98,24,2,55,11,9
93,72,30,45,37,3,12
170,106,99,13,19,18,8
122,99,90,20,2,13,14
103,32,38,40,22,1,4
83,60,72,48,86,20,3
20,132,37,49,67,10,8
125,225,46,22,8,4,15
37,218,40,50,45,12,10
138,147,88,18,30,9,16
46,103,99,19,75,5,13
48,201,36,8,1,6,12
123,35,31,34,76,19,5
28,111,65,35,22,18,14
157,230,22,45,47,7,10
64,131,16,10,43,7,12
58,82,69,41,86,5,14
149,121,1,40,72,3,1
30,86,35,36,84,19,0
134,38,36,41,24,4,4
97,174,86,46,0,5,3
9,185,52,44,33,13,9
20,28,27,30,83,3,10
133,220,9,50,52,14,2
67,196,53,18,12,7,12
227,104,25,8,46,19,15
197,194,47,24,74,8,15
141,219,7,35,16,17,14
78,250,49,17,68,1,13
126,102,90,3,43,8,0
84,212,65,37,92,20,1
128,192,95,39,14,17,18
32,16,39,31,13,12,15
246,84,63,33,37,17,5
44,148,29,27,50,17,14
40,114,65,43,77,8,12
139,78,23,36,36,13,13
151,56,94,42,53,19,3
247,210,43,48,88,15,9
149,220,0,47,21,19,10
235,157,23,6,94,15,15
160,15,72,5,53,16,11
53,156,99,42,65,12,18
24,228,82,19,0,14,8
166,91,79,41,85,20,7
135,202,74,38,40,3,16
44,229,14,25,9,13,7
186,19,59,27,27,14,15
122,155,26,3,50,10,11
41,184,58,9,14,20,7
209,200,25,43,28,10,8
99,12,6,17,45,5,5
20,49,44,18,24,14,15
134,31,0,38,89,20,20
211,225,47,27,70,3,7
99,90,37,48,46,10,8
74,59,57,23,42,19,1
137,109,40,13,18,18,10
142,81,28,50,42,14,1
20,222,40,7,88,7,3
108,112,30,47,55,17,10
107,190,53,14,56,17,0
138,211,73,18,50,12,3
170,111,8,12,19,9,15
182,30,24,22,37,15,15
136,236,24,0,26,12,16
159,124,10,23,38,6,14
189,116,27,3,84,13,4
103,208,92,23,9,12,6
87,5,26,37,1,6,2
189,131,43,21,82,20,17
210,120,80,2,67,7,5
136,209,25,33,52,1,9
114,13,47,14,26,3,18
90,32,18,10,61,10,10
80,170,57,49,1,15,14
104,133,80,24,93,2,11
136,133,73,22,74,20,20
17,106,46,1,96,17,17
75,74,96,7,97,11,19
10,86,31,26,84,8,8
68,4,60,48,40,12,14
165,3,53,44,21,2,19
155,156,29,40,83,8,3
121,32,54,30,62,17,13
122,38,23,34,13,2,15
18,2,80,19,30,3,17
51,198,85,15,57,18,13
89,123,19,32,60,5,20
130,155,43,7,38,18,12
179,229,39,2,80,20,5
119,129,60,19,6,1,2
102,46,43,9,21,14,12
62,213,49,31,27,12,11
20,243,12,25,76,20,12
227,192,66,5,18,20,20
41,122,14,32,11,10,2
133,243,79,39,67,18,15
96,169,6,17,27,16,17
115,210,16,42,21,20,2
233,89,89,27,86,8,14
29,29,91,35,51,18,17
185,24,78,43,19,16,20
189,123,21,39,13,7,2
60,126,36,20,92,1,1
59,213,34,18,46,12,7
69,27,79,35,40,16,11
241,142,75,1,4,18,13
91,184,70,30,44,1,14
230,125,85,14,70,12,0
105,96,76,4,51,19,20
187,3,74,23,50,9,10
113,177,45,27,29,9,7
184,66,5,41,0,2,6
186,227,54,13,72,5,8
34,7,12,26,87,12,5
118,1,98,13,36,17,5
190,4,48,50,58,6,13
88,60,36,39,84,15,4
192,16,68,24,76,13,4
113,118,70,48,64,16,2
94,24,67,6,7,7,16
52,109,79,17,57,5,9
145,115,99,1,66,9,11
134,219,10,24,18,4,10
55,120,3,48,15,18,12
241,244,7,30,82,17,15
97,105,90,48,46,12,7
169,234,47,42,19,1,14
235,219,25,33,54,15,13
24,243,2,18,17,12,12
29,190,19,21,66,6,5
45,79,47,23,2,2,4
64,131,65,7,38,9,20
160,71,92,30,49,4,7
232,98,48,35,60,19,6
53,118,17,9,24,6,14
86,190,18,14,31,5,2
231,36,85,36,25,6,6
154,145,82,33,55,19,12
49,8,15,21,54,13,16
102,146,74,13,23,6,2
49,87,8,31,71,10,11
116,148,62,46,48,14,13
99,126,72,17,49,4,9
189,101,53,27,78,19,2
12,225,22,23,41,3,2
61,113,73,26,24,3,10
150,200,25,25,5,16,3
175,54,9,44,5,14,11
66,162,90,13,5,6,2
234,61,32,25,48,19,14
110,65,41,24,1,20,12
160,69,62,7,52,14,19
111,32,69,31,97,7,11
227,193,97,49,47,5,4
6,39,90,24,70,17,8
119,16,26,28,76,16,6
42,153,34,13,21,13,17
112,206,2,11,41,9,16
205,205,89,9,81,5,20
53,62,100,7,14,6,1
241,42,95,21,24,8,1
36,164,27,41,99,7,13
98,109,5,7,79,8,4
98,77,99,39,5,13,6
108,46,20,46,75,5,20
232,224,49,9,33,7,10
166,176,0,13,19,12,20
1,167,87,24,83,4,19
109,123,78,28,29,11,0
48,57,38,11,85,14,3
194,179,81,26,13,4,10
79,150,85,50,5,13,19
85,50,35,30,7,14,5
114,173,99,2,29,1,7
19,77,11,17,37,13,8
235,227,29,0,44,7,6
6,194,29,31,20,10,10
103,56,5,20,2,15,14
9,196,35,29,66,20,2
233,5,18,45,55,7,17
9,109,20,30,75,1,5
158,169,81,29,54,5,18
126,250,36,34,55,19,4
204,157,3,30,90,6,11
172,70,29,10,16,18,5
37,33,12,2,48,4,3
203,2,51,1,92,7,20
188,3,84,9,67,2,18
32,185,99,9,79,2,15
215,144,61,35,100,9,11
13,145,15,18,18,10,16
225,190,54,14,47,4,13
135,85,26,8,36,17,6
249,12,99,38,18,5,2
82,6,67,21,21,1,16
98,204,63,12,84,17,16
250,75,67,48,83,15,11
105,120,3,38,86,9,6
201,142,78,50,57,9,1
43,180,83,27,49,7,5
57,136,36,17,82,6,14
232,53,53,14,29,12,18
18,166,54,31,14,3,5
191,114,56,50,80,11,17
32,109,0,19,18,9,6
136,237,51,20,45,3,2
176,143,85,14,100,5,19
208,232,5,46,61,9,14
164,72,80,7,79,11,5
110,150,94,8,5,15,18
28,173,27,45,57,6,18
214,22,66,41,23,4,12
206,181,92,27,61,8,6
8,10,58,50,43,4,1
189,192,11,46,98,13,9
242,152,38,41,83,7,15
152,130,76,49,12,8,9
58,49,9,8,7,5,11
248,120,6,50,21,11,16
208,121,17,39,66,15,20
37,229,14,30,86,2,7
97,199,55,5,11,11,4
89,142,40,29,91,16,20
238,214,48,21,60,1,9
38,45,2,34,7,11,10
129,250,13,33,86,4,7
244,218,88,16,58,15,5
60,37,69,22,88,9,12
54,83,60,21,84,12,2
9,177,72,40,27,19,11
132,113,49,27,46,5,14
137,9,88,15,7,3,8
249,232,81,3,63,6,1
135,125,98,9,77,6,0
238,51,38,49,26,14,1
93,130,29,42,30,13,15
61,117,100,1,100,8,17
54,246,42,26,62,11,9
36,95,49,13,58,17,5
80,219,29,10,42,19,12
133,241,19,22,55,8,17
68,116,40,49,34,20,0
250,215,16,42,78,4,17
70,119,39,14,23,12,0
20,4,13,0,23,1,20
159,9,75,11,46,17,6
223,193,82,34,72,14,17
200,111,35,40,68,18,6
240,208,10,14,7,8,15
109,13,62,44,36,16,12
29,57,42,33,64,15,15
234,135,43,8,67,10,3
178,119,29,45,85,20,11
26,41,52,4,24,7,14
25,115,0,11,7,3,20
46,133,81,32,45,19,8
86,190,15,14,36,6,7
62,82,87,44,91,8,10
146,7,6,13,34,9,6
20,198,23,17,66,8,17
198,207,44,13,48,16,10
215,121,62,29,60,14,13
51,250,16,3,9,4,20
82,249,97,27,2,20,5
87,227,44,4,61,3,3
113,87,43,31,78,4,3
21,106,31,15,5,9,8
142,139,27,19,89,7,0
60,217,83,50,69,16,12
197,1,44,46,57,6,9
228,224,35,12,42,20,13
229,207,47,9,31,19,4
48,186,63,37,74,19,19
53,158,76,33,82,19,14
246,64,71,46,52,6,19
5,123,18,15,95,19,16
118,28,48,14,84,7,18
15,39,46,22,34,14,8
110,187,68,23,62,12,3
206,56,69,40,34,19,3
69,74,5,14,49,15,19
156,226,42,20,7,18,0
63,35,55,32,100,7,13
98,169,57,25,35,11,0
241,27,39,7,95,8,3
20,56,0,38,0,14,18
199,103,13,17,80,9,2
95,70,0,37,75,12,2
143,161,63,38,75,6,17
103,102,47,41,87,7,18
7,83,92,4,34,14,10
222,42,96,22,60,9,14
60,40,62,32,29,18,3
125,249,80,16,78,2,15
234,212,0,39,23,11,8
88,59,76,14,61,5,7
227,240,14,14,5,19,19
248,34,31,15,76,3,0
3,198,89,42,32,14,6
144,59,77,13,66,14,1
81,124,36,6,0,20,13
116,78,93,7,5,3,1
18,20,20,3,66,9,14
181,140,25,39,13,18,12
164,25,33,6,72,3,0
127,28,36,35,95,17,4
109,162,45,30,21,4,14
120,14,17,34,1,19,17
41,81,44,10,76,2,10
60,157,25,27,48,1,20
7,164,95,46,39,15,18
188,77,27,43,53,6,0
65,126,23,8,36,11,6
21,80,33,11,55,18,18
132,191,69,19,1,19,17
181,6,19,4,14,1,0
47,168,49,40,1,9,7
196,113,2,1,28,20,8
29,144,70,32,97,16,11
8,80,93,22,90,8,7
191,97,51,33,17,3,16
75,6,47,17,85,16,4
17,178,99,23,51,3,17
12,32,0,42,40,19,18
123,17,88,28,32,13,8
143,81,55,41,20,10,4
232,12,2,31,26,3,17
128,115,47,36,49,15,3
111,90,39,10,98,2,12
55,131,90,33,34,3,2
152,94,25,44,36,2,7
16,15,88,5,35,11,19
118,10,50,17,23,17,17
233,127,44,41,84,8,11
39,214,45,8,86,1,2
83,46,89,46,4,6,4
57,78,56,3,22,12,8
147,172,41,14,61,17,11
166,137,61,28,33,14,15
141,250,98,40,59,3,7
32,239,10,36,57,8,2
211,214,22,39,33,6,3
236,179,86,50,55,7,0
233,177,22,41,95,19,11
148,105,42,29,12,19,0
89,160,77,21,8,8,8
31,149,66,1,93,4,8
238,142,39,37,13,18,8
36,186,10,18,30,2,16
54,215,47,45,31,5,15
182,155,91,25,94,15,17
60,16,70,38,22,13,8
2,238,32,22,33,13,8
92,146,66,18,50,16,1
78,189,37,50,53,12,4
35,156,50,23,7,18,6
113,159,10,39,5,11,3
191,161,86,11,3,9,0
197,238,72,25,6,18,12
100,223,34,35,22,13,10
44,79,34,20,82,11,18
40,208,13,28,22,15,15
74,95,46,44,16,6,2
246,234,55,14,22,13,16
113,187,10,41,85,15,10
246,220,2,33,46,5,1
179,237,10,42,72,16,17
91,96,8,36,91,2,1
58,59,32,23,6,1,11
60,169,69,26,1,14,4
58,178,88,29,100,13,10
129,56,56,45,86,10,5
88,66,0,40,34,8,7
115,236,81,2,27,16,12
229,229,52,30,99,17,5
110,173,25,34,20,12,7
71,163,40,44,34,18,11
134,140,16,8,21,15,18
88,187,29,13,90,19,16
73,66,29,43,86,18,11
234,179,59,41,9,3,2
250,95,36,50,20,18,9
130,49,87,10,82,13,18
17,246,54,25,20,18,16
204,196,28,33,54,18,18
106,160,49,18,14,4,16
231,105,57,44,33,12,4
221,207,68,42,0,15,11
188,110,6,5,1,14,14
79,216,48,16,73,16,13
128,93,67,23,30,14,10
88,199,15,30,31,15,18
110,20,80,28,7,20,7
98,5,95,49,67,8,9
18,199,45,22,53,15,2
48,214,17,12,50,3,8
95,160,23,13,21,8,19
36,225,42,6,82,1,0
61,163,89,50,36,9,0
88,202,58,14,9,8,8
26,144,17,31,18,9,10
57,213,20,11,60,13,6
150,127,86,21,13,9,12
46,196,38,36,35,9,17
14,24,24,11,29,6,0
13,228,70,31,5,15,9
147,29,76,39,67,14,8
244,125,58,13,100,18,8
19,229,33,0,62,16,11
215,9,24,45,18,19,3
96,65,73,46,36,18,16
126,156,68,7,29,9,6
63,133,60,48,23,1,3
12,46,13,31,32,5,5
219,156,91,46,47,10,15
236,62,15,11,33,7,11
226,91,70,44,67,10,14
120,59,54,42,36,4,16
131,83,77,28,80,18,11
37,75,66,43,83,1,14
97,119,75,15,35,2,7
192,231,30,22,74,20,7
229,89,52,38,45,1,17
144,191,24,19,6,17,14
224,50,78,26,28,8,11
123,144,77,42,40,8,7
54,192,81,12,69,7,7
208,186,90,20,96,9,17
134,231,17,19,19,3,15
160,66,17,40,41,15,15
232,64,22,8,73,20,9
118,125,90,40,49,7,1
164,124,37,17,26,7,13
234,101,89,39,23,13,3
249,78,25,16,69,14,15
41,201,52,5,30,8,2
183,215,35,25,27,9,20
220,233,98,22,51,15,13
19,100,49,34,3,16,1
90,210,99,27,97,9,6
97,140,14,22,41,17,13
76,215,58,16,28,4,1
107,243,56,28,98,4,14
169,119,78,8,87,19,17
206,153,11,11,80,16,16
95,7,87,43,30,7,13
128,193,29,14,15,18,0
195,74,94,46,33,13,15
28,5,17,19,69,3,7
70,194,44,11,51,11,20
249,189,23,24,79,14,6
60,122,35,42,64,8,7
33,11,77,32,10,5,0
11,79,96,10,89,6,0
169,161,81,8,1,6,4
227,238,48,0,48,1,17
145,28,92,19,90,2,19
66,190,22,34,96,19,16
105,197,81,0,13,18,8
204,113,31,40,93,1,11
187,233,0,8,43,9,20
53,88,71,4,39,3,2
1,61,36,34,46,14,1
151,27,6,35,56,14,9
22,11,69,39,64,17,9
174,32,96,4,52,20,3
31,130,20,47,32,20,12
228,152,92,9,100,8,20
89,7,98,2,7,14,19
38,4,11,16,100,11,14
107,223,48,25,93,17,14
182,94,1,19,13,12,7
234,110,4,2,65,12,20
144,70,85,33,86,12,3
45,174,96,34,96,14,9
138,235,45,40,88,20,11
108,245,99,47,55,1,19
11,93,13,8,87,20,11
65,207,15,46,86,18,20
184,184,21,33,56,3,3
242,24,13,31,25,20,16
118,47,32,27,83,20,12
155,24,36,11,76,5,19
195,228,51,11,13,15,20
122,56,74,15,61,7,1
92,147,24,12,6,12,1
71,3,35,44,15,10,11
160,236,100,32,23,5,0
175,134,95,10,61,4,11
93,41,94,22,97,19,0
66,189,46,1,99,3,15
34,115,54,46,16,10,4
243,211,20,31,30,5,6
81,156,6,34,55,10,16
143,158,72,47,60,5,6
203,133,72,42,45,5,11
160,167,25,10,21,3,12
105,1,2,12,50,15,6
131,217,10,24,92,8,14
181,41,34,18,77,16,12
29,90,9,32,6,15,6
97,106,63,37,3,4,10
9,104,22,48,40,20,13
122,220,10,10,74,16,17
119,41,65,0,14,11,17
69,14,35,25,54,8,0
117,55,49,18,51,2,20
37,133,87,35,55,4,7
96,126,62,40,55,13,4
207,60,30,8,56,9,5
116,109,45,17,17,2,3
112,5,28,15,17,11,9
203,33,84,32,55,13,19
235,30,5,37,24,4,9
139,104,60,29,8,20,7
83,179,54,42,93,13,4
6,85,67,10,72,12,15
23,34,40,35,61,17,6
248,246,50,48,80,14,9
152,124,83,4,66,10,0
10,35,29,23,30,3,17
99,90,45,11,49,3,19
36,72,87,0,1,3,15
220,64,18,13,44,6,15
41,247,37,12,73,16,13
228,42,15,34,52,17,0
20,212,67,6,4,18,12
224,165,55,44,40,9,18
137,0,4,30,26,8,9
68,190,18,49,55,1,15
167,246,12,41,88,10,20
203,219,80,12,95,7,1
183,174,1,44,83,20,9
209,39,14,45,98,1,6
162,221,100,23,48,5,11
163,234,93,1,53,3,12
183,185,83,45,8,7,4
4,1,40,38,72,20,20
222,36,4,15,35,10,4
187,192,75,19,60,14,6
76,185,8,44,25,7,16
184,160,78,6,21,4,4
50,204,11,29,26,5,16
241,195,60,18,96,8,6
227,124,85,45,79,1,17
106,127,33,11,56,5,1
146,172,36,18,67,15,18
54,177,47,37,63,12,16
119,149,0,44,94,8,4
199,214,86,49,18,13,13
103,47,57,10,93,6,3
229,192,78,35,96,5,2
203,131,23,47,64,12,15
121,189,23,31,68,11,2
129,24,16,20,9,10,13
175,117,52,35,12,16,9
244,5,46,35,46,19,13
129,188,36,11,89,12,12
76,180,94,42,62,13,3
166,142,50,6,41,15,1
172,217,52,24,100,18,20
147,90,8,46,24,8,0
101,21,59,50,72,18,17
125,30,96,35,46,17,2
197,201,82,23,24,18,12
97,222,99,30,48,6,19
17,102,38,16,51,11,3
248,27,66,0,11,9,4
92,33,79,35,98,9,12
100,35,18,43,69,13,6
35,12,45,14,41,15,20
79,81,67,22,68,20,1
33,214,65,26,82,17,13
195,18,59,25,14,19,1
86,81,13,22,14,4,7
75,7,41,17,84,8,12
107,159,75,31,79,12,19
169,196,55,36,45,17,8
38,250,13,28,92,18,1
51,12,68,22,63,15,15
42,238,27,20,71,20,0
90,248,32,35,33,11,5
187,53,49,13,20,14,6
174,119,59,11,0,7,5
87,57,10,12,64,16,14
189,1,56,9,48,16,13
28,88,39,36,29,8,17
121,26,26,18,96,9,16
231,97,87,10,95,17,2
98,181,6,33,51,14,13
9,25,71,38,53,6,2
16,74,98,21,52,8,10
181,77,37,29,78,12,6
162,122,28,30,25,17,9
140,99,73,38,87,14,19
206,93,67,42,67,2,9
175,66,76,39,2,5,16
164,56,35,6,86,16,11
177,24,93,4,2,6,8
131,178,43,15,85,11,18
247,148,33,24,37,12,15
107,207,34,15,61,2,8
7,250,21,50,4,17,18
129,156,99,5,9,16,17
133,180,24,23,24,12,0
27,39,48,43,44,19,4
131,66,91,18,9,18,10
126,221,37,39,38,10,11
248,99,89,39,21,10,6
141,157,49,20,10,2,1
95,51,21,39,45,1,3
238,49,44,31,31,4,6
2,161,32,27,67,11,5
27,147,56,23,86,2,7
18,74,59,11,63,2,11
226,10,97,25,88,3,15
106,229,81,24,15,17,15
4,50,67,5,38,2,20
95,65,69,2,55,3,19
90,98,82,22,93,11,16
11,132,50,2,31,18,9
33,129,88,19,37,2,10
121,220,79,27,64,15,14
43,231,54,10,36,2,8
192,150,71,48,72,12,11
222,124,62,42,19,17,1
150,111,75,16,55,15,9
164,175,40,3,9,17,20
119,147,49,3,10,5,12
129,63,30,34,45,16,4
38,170,72,47,83,6,15
72,75,75,44,9,13,17
192,248,81,4,90,19,10
192,224,95,27,76,4,12
201,135,13,4,2,15,2
15,45,23,24,74,6,9
9,21,77,49,73,10,2
132,105,97,12,42,7,12
220,190,39,25,18,17,15
1,125,18,39,26,14,11
44,229,16,8,91,13,7
37,219,16,32,18,5,15
245,92,41,26,22,4,18
135,230,41,36,80,12,6
155,204,73,32,36,2,15
215,111,10,41,46,13,4
83,18,61,15,71,6,16
48,125,41,17,28,11,14
14,63,25,37,77,19,6
127,227,77,18,24,3,13
197,132,59,48,95,1,3
147,121,68,49,62,11,14
199,2,30,9,72,20,2
61,165,85,29,99,18,18
198,184,57,42,26,18,11
64,86,37,50,78,16,14
32,242,89,20,99,1,12
112,215,39,20,54,7,7
166,141,15,23,89,4,2
226,123,20,44,59,8,0
4,57,73,21,66,15,15
48,119,11,24,89,2,14
112,67,59,43,47,13,7
108,249,87,0,29,16,0
121,233,40,38,54,2,4
162,169,95,17,95,3,5
87,76,81,18,89,1,13
9,51,54,26,52,12,17
21,162,89,32,48,17,5
142,168,33,11,49,8,6
5,47,40,20,58,20,20
184,134,5,12,94,7,15
203,146,90,50,10,9,2
137,196,22,46,65,14,14
76,175,35,32,26,4,9
166,113,54,37,4,8,17
150,161,19,27,3,17,10
48,44,58,18,38,2,0
199,135,39,48,10,15,3
62,88,23,17,35,14,14
194,157,98,8,43,18,19
211,183,27,39,100,15,9
96,233,64,46,98,11,13
130,123,62,12,26,10,2
103,76,36,29,58,11,18
231,100,64,39,32,18,18
151,138,99,29,49,13,19
165,236,52,0,73,6,5
197,75,73,49,59,19,9
125,141,77,14,59,4,19
194,200,57,7,98,16,0
95,78,48,38,94,14,15
218,231,56,45,62,3,15
158,205,85,37,38,4,9
178,194,94,16,77,7,5
84,18,70,28,100,8,12
213,68,81,33,93,18,19
103,1,3,1,49,17,10
231,67,86,39,52,15,11
96,136,35,14,89,16,18
220,205,71,43,45,18,16
114,23,51,20,15,1,4
114,154,36,49,94,6,14
178,109,73,9,55,12,4
74,85,60,4,34,9,4
230,121,36,40,98,11,8
244,21,59,49,30,10,13
124,8,38,43,25,16,17
99,43,73,38,8,8,16
104,135,20,37,72,12,18
140,176,76,44,57,14,16
69,164,98,17,79,16,15
240,207,6,30,46,7,2
81,92,60,0,73,5,3
236,204,74,46,82,5,19
109,185,66,47,86,16,17
122,147,38,22,83,7,0
162,150,36,23,80,11,8
161,232,41,7,100,1,7
206,250,58,24,19,11,10
50,50,57,2,100,18,7
56,216,43,1,3,1,19
109,202,70,37,2,4,15
183,85,21,7,0,7,7
127,33,17,2,92,1,6
219,102,65,35,26,19,1
161,5,54,44,53,4,7
132,102,66,46,12,6,3
57,193,17,7,52,4,0
227,123,51,49,96,13,19
169,33,91,12,19,17,17
109,175,55,20,87,6,15
91,170,19,14,42,15,17
95,110,10,27,85,17,2
98,155,95,20,35,3,15
246,222,39,10,10,20,2
197,230,34,49,78,6,19
156,245,58,10,31,18,10
128,32,72,27,42,9,1
149,26,58,32,23,11,0
147,132,92,30,32,2,19
94,128,23,30,1,11,5
247,189,72,32,63,17,16
218,239,3,3,59,15,17
242,144,67,0,16,19,7
131,216,14,33,47,7,13
24,64,81,12,18,12,12
187,161,15,50,65,5,15
54,187,6,18,5,1,14
43,126,80,11,2,4,2
100,113,50,11,8,14,4
128,236,8,17,46,2,8
13,148,49,42,65,15,2
101,94,92,16,39,12,4
70,84,43,46,81,10,19
75,243,92,38,2,17,6
135,106,76,49,17,6,14
103,158,83,25,56,18,8
35,158,1,40,52,10,11
125,212,3,11,33,19,10
82,82,42,25,13,7,6
19,19,31,25,46,19,12
91,180,58,47,43,11,11
58,133,15,21,27,15,16
197,111,58,24,89,13,10
237,206,13,38,83,2,7
122,53,51,14,86,2,5
36,110,83,42,51,8,7
1,249,57,16,84,10,9
29,106,69,17,95,12,19
161,231,0,2,38,13,12
166,30,58,37,20,14,17
26,31,61,4,16,2,1
2,7,22,49,74,9,12
115,230,35,0,70,9,4
150,167,59,49,89,19,18
145,166,20,38,99,17,3
67,167,77,29,24,20,9
223,190,43,42,56,1,17
137,207,98,30,69,16,13
162,131,92,27,53,18,20
88,79,3,30,81,19,11
128,36,88,20,96,14,6
15,138,16,41,100,17,13
185,87,76,4,17,4,9
196,217,58,0,76,12,3
54,96,44,27,65,2,13
64,47,82,10,25,4,16
177,96,97,12,14,19,2
130,95,95,41,63,1,15
164,230,48,19,75,15,14
135,240,98,9,53,5,0
65,88,50,23,5,2,17
230,20,38,9,55,8,14
12,48,41,27,66,8,4
115,250,40,4,82,3,16
53,65,76,50,14,19,19
127,70,87,20,84,6,2
157,204,20,48,76,10,15
243,137,33,23,52,18,15
148,195,13,18,12,14,2
226,146,51,19,57,20,3
198,241,100,13,68,13,14
68,105,61,38,44,15,14
199,196,48,0,66,18,14
182,139,35,40,20,6,7
107,179,64,49,24,13,2
178,140,99,23,55,10,5
150,128,13,36,87,11,14
235,161,1,38,99,8,1
238,161,25,13,16,17,20
39,145,42,43,12,11,14
214,79,37,1,50,6,4
247,39,33,19,18,5,0
248,144,77,30,62,19,8
23,66,58,13,26,4,10
161,218,42,39,85,18,9
43,201,58,6,90,16,16
249,153,61,38,67,10,17
168,247,64,21,8,19,15
208,196,58,44,62,16,7
79,146,84,41,22,4,7
108,110,28,36,88,4,13
8,84,17,18,39,6,12
4,11,51,13,67,12,3
25,165,36,9,15,16,17
145,81,60,10,35,19,12
123,111,87,17,75,12,13
53,22,15,48,82,5,15
160,191,98,34,77,16,7
219,102,50,21,99,16,19
175,41,81,49,55,19,13
155,176,25,28,3,16,3
127,28,42,37,15,1,6
205,150,41,4,81,18,7
112,26,90,0,98,13,3
53,48,81,2,64,6,8
68,238,49,11,27,5,4
231,52,42,34,43,14,5
216,74,29,40,99,4,11
72,109,4,1,100,12,19
191,221,96,48,58,8,9
61,187,54,31,35,11,8
34,164,66,9,39,10,7
120,239,86,4,89,19,2
233,236,23,7,87,6,3
245,163,14,4,42,11,14
176,216,25,46,92,5,19
203,225,3,7,71,3,15
170,200,71,10,100,8,1
184,179,94,35,15,18,10
120,69,89,37,84,1,7
74,82,45,16,3,20,19
58,212,80,26,10,16,8
111,108,6,22,84,10,5
166,92,48,38,96,11,10
23,207,47,44,13,8,15
31,69,4,42,53,8,5
232,83,49,33,33,16,17
214,68,27,40,60,18,3
19,173,2,17,24,13,17
229,76,96,47,68,2,13
14,224,48,13,33,11,9
211,2,69,46,61,13,10
102,248,85,20,96,9,0
90,244,9,35,60,6,11
33,122,36,19,62,10,17
183,133,20,23,60,8,7
213,133,47,0,72,1,10
15,104,74,42,97,13,5
150,162,30,4,54,19,20
61,219,100,43,48,15,15
208,151,23,43,29,18,13
198,56,100,8,18,6,7
207,121,76,28,48,2,10
65,212,28,38,98,3,5
154,191,66,5,36,20,2
50,249,13,23,0,20,9
228,191,55,3,5,1,19
136,175,67,16,57,5,6
143,40,54,7,89,9,9
113,8,64,12,34,3,7
138,118,94,45,62,17,18
87,234,57,24,29,13,11
93,48,38,10,43,3,2
1,164,46,32,81,4,20
86,212,59,11,55,11,2
185,91,100,39,26,12,2
33,59,7,22,59,15,14
19,177,35,7,63,9,18
79,51,51,18,47,19,0
160,211,48,48,71,15,14
93,201,63,48,87,7,19
227,85,89,1,68,9,0
209,197,57,28,38,16,6
143,44,34,34,68,12,19
13,191,46,23,39,15,20
45,26,98,0,14,17,4
39,144,55,50,25,6,15
33,192,45,3,75,19,16
166,56,39,27,3,1,12
50,8,14,3,52,12,2
102,211,35,22,0,1,13
124,53,72,10,96,19,6
83,181,6,46,13,9,3
230,88,30,30,6,19,7
38,213,45,24,73,19,15
43,183,18,42,73,10,5
246,209,69,37,73,13,13
200,198,68,6,87,12,16
203,182,68,39,33,15,11
214,237,48,2,12,6,18
73,126,32,12,34,12,16
11,149,49,18,72,20,17
204,212,1,3,61,8,19
175,199,55,14,97,10,3
231,220,58,2,35,2,9
220,200,95,42,38,4,17
123,84,87,22,50,6,7
250,214,43,22,74,7,7
54,176,60,10,1,18,0
85,250,68,49,19,15,8
121,160,56,47,14,7,8
0,109,33,4,5,4,1
40,15,92,15,4,6,18
248,169,18,11,56,1,3
164,53,68,32,53,7,10
52,5,86,12,43,1,11
72,206,96,18,71,4,7
108,17,90,9,20,4,12
198,105,56,5,90,11,18
208,119,61,2,59,6,16
207,139,75,5,85,5,7
114,88,50,49,12,5,7
54,137,69,45,1,13,11
36,110,5,12,41,10,3
169,86,11,21,81,6,6
108,20,66,12,76,11,6
34,61,22,45,87,15,4
166,249,41,17,67,3,11
183,139,76,12,80,13,12
127,63,85,18,60,8,9
18,71,78,13,73,1,4
44,62,76,19,39,13,5
169,177,2,5,69,1,10
134,190,4,27,30,17,5
194,32,23,10,39,12,11
246,159,75,6,85,14,7
233,205,86,7,96,6,16
29,243,49,10,52,2,16
10,69,13,27,12,3,1
194,34,45,29,76,10,19
197,136,24,31,41,13,4
162,155,0,32,22,11,20
